vnr_uid,best_algorithm,v_net_id,seed,result,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,event_time,v_net_arrival_time,inservice_count,num_algorithms_tested,algorithms_tested
73_2_922.0,mcts,73,2,False,9,18,66.8906083599864,410.0,205.0,887.0,10585.0,1285,9300.0,0.0,0.0,922.0,922.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_3_1876.0,mcts,73,3,False,19,90,363.3923595526345,958.0,479.0,5595.0,10503.0,1172,9331.0,0.0,0.0,1876.0,1876.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_3_1910.0,ga_meta,73,3,False,3,2,2216.1445591984884,84.0,42.0,41.0,15828.0,1173,14655.0,0.0,0.0,1910.0,1910.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_3_920.0,mip,73,3,False,5,6,162.01254983703888,158.0,79.0,293.0,10503.0,1172,9331.0,0.0,0.0,920.0,920.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_4_1816.0,mcts,73,4,False,15,44,955.4526829873264,768.0,384.0,2563.0,10885.0,1170,9715.0,0.0,0.0,1816.0,1816.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_4_1870.0,rw_rank_bfs,73,4,False,7,14,684.8711807425198,92.0,46.0,268.0,15934.0,1266,14668.0,0.0,0.0,1870.0,1870.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
73_4_941.0,mcts,73,4,False,8,16,395.2761921832206,244.0,122.0,535.0,10885.0,1170,9715.0,0.0,0.0,941.0,941.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_0_1239.0,mip,74,0,False,19,106,1262.7301811431566,1486.0,743.0,9635.0,10495.0,1133,9362.0,0.0,0.0,1239.0,1239.0,0,2,mip
74_0_1846.0,rw_rank_bfs,74,0,False,6,10,252.13996582016048,138.0,69.0,259.0,5065.0,718,4347.0,0.0,0.0,1846.0,1846.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_0_1849.0,mcts,74,0,False,17,56,293.50765058976816,820.0,410.0,3395.0,10495.0,1133,9362.0,0.0,0.0,1849.0,1849.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_0_923.0,mip,74,0,False,5,5,710.1917317485868,200.0,100.0,130.0,10495.0,1133,9362.0,0.0,0.0,923.0,923.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_1_1855.0,rw_rank_bfs,74,1,False,6,11,444.3863473230381,120.0,60.0,297.0,5188.0,764,4424.0,0.0,0.0,1855.0,1855.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_1_1950.0,mcts,74,1,False,16,61,739.6868013395209,914.0,457.0,3375.0,9881.0,1235,8646.0,0.0,0.0,1950.0,1950.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_1_922.0,mcts,74,1,False,13,27,352.26806019114156,520.0,260.0,1059.0,9881.0,1235,8646.0,0.0,0.0,922.0,922.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_2_1808.0,rw_rank_bfs,74,2,False,9,16,63.93929545784591,192.0,96.0,378.0,15666.0,1286,14380.0,0.0,0.0,1808.0,1808.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_2_1814.0,mcts,74,2,False,17,72,2485.48215885617,800.0,400.0,4293.0,10585.0,1285,9300.0,0.0,0.0,1814.0,1814.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_2_926.0,mcts,74,2,False,13,37,38.581366670905865,504.0,252.0,1657.0,10585.0,1285,9300.0,0.0,0.0,926.0,926.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_3_1909.0,mcts,74,3,False,8,11,727.2922774280985,348.0,174.0,677.0,10503.0,1172,9331.0,0.0,0.0,1909.0,1909.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_3_1942.0,rw_rank_bfs,74,3,False,7,13,1774.076036388154,140.0,70.0,335.0,15828.0,1173,14655.0,0.0,0.0,1942.0,1942.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_3_930.0,mcts,74,3,False,6,6,39.40700909982482,252.0,126.0,226.0,10503.0,1172,9331.0,0.0,0.0,930.0,930.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_4_1837.0,mcts,74,4,False,13,40,217.20019814899769,648.0,324.0,2079.0,10885.0,1170,9715.0,0.0,0.0,1837.0,1837.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_4_1893.0,rw_rank_bfs,74,4,False,6,7,1514.8368887571437,62.0,31.0,188.0,15934.0,1266,14668.0,0.0,0.0,1893.0,1893.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
74_4_958.0,mcts,74,4,False,13,43,151.79884710493022,434.0,217.0,1708.0,10885.0,1170,9715.0,0.0,0.0,958.0,958.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_0_1255.0,mip,75,0,False,16,68,202.80456963162007,1494.0,747.0,6811.0,10495.0,1133,9362.0,0.0,0.0,1255.0,1255.0,0,2,mip
75_0_1863.0,rw_rank_bfs,75,0,False,5,9,416.6891251163398,96.0,48.0,249.0,5065.0,718,4347.0,0.0,0.0,1863.0,1863.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_0_1872.0,mcts,75,0,False,11,29,59.780960642743096,590.0,295.0,1668.0,10495.0,1133,9362.0,0.0,0.0,1872.0,1872.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_0_934.0,mcts,75,0,False,8,16,192.8438514639032,304.0,152.0,596.0,10495.0,1133,9362.0,0.0,0.0,934.0,934.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_1_1883.0,rw_rank_bfs,75,1,False,7,7,24.66697257204525,150.0,75.0,155.0,5188.0,764,4424.0,0.0,0.0,1883.0,1883.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_1_1975.0,mcts,75,1,False,14,46,1334.8846436570766,600.0,300.0,2717.0,9881.0,1235,8646.0,0.0,0.0,1975.0,1975.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_1_934.0,ga_meta,75,1,False,5,7,10.87992138655132,214.0,107.0,297.0,9881.0,1235,8646.0,0.0,0.0,934.0,934.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_2_1833.0,mcts,75,2,False,14,50,1211.5489000004357,822.0,411.0,2874.0,10585.0,1285,9300.0,0.0,0.0,1833.0,1833.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_2_1839.0,mip,75,2,False,7,8,912.873047099461,154.0,77.0,184.0,15666.0,1286,14380.0,0.0,0.0,1839.0,1839.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_2_944.0,mip,75,2,False,6,8,197.14854942069817,222.0,111.0,303.0,10585.0,1285,9300.0,0.0,0.0,944.0,944.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_3_1934.0,ga_meta,75,3,False,8,9,169.9137612549408,312.0,156.0,503.0,10503.0,1172,9331.0,0.0,0.0,1934.0,1934.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_3_1973.0,ga_meta,75,3,False,3,2,328.74176686681676,94.0,47.0,46.0,15828.0,1173,14655.0,0.0,0.0,1973.0,1973.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_3_939.0,mcts,75,3,False,9,17,160.3452315580519,332.0,166.0,595.0,10503.0,1172,9331.0,0.0,0.0,939.0,939.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_4_1871.0,mcts,75,4,False,11,26,479.3822902420963,516.0,258.0,1610.0,10885.0,1170,9715.0,0.0,0.0,1871.0,1871.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_4_1906.0,mip,75,4,False,4,3,543.5221264217232,122.0,61.0,103.0,15934.0,1266,14668.0,0.0,0.0,1906.0,1906.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
75_4_969.0,mcts,75,4,False,14,47,101.95324449463646,436.0,218.0,1907.0,10885.0,1170,9715.0,0.0,0.0,969.0,969.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_0_1268.0,mip,76,0,False,30,250,338.92568370639293,2352.0,1176.0,23428.0,10495.0,1133,9362.0,0.0,0.0,1268.0,1268.0,0,2,mip
76_0_1888.0,mcts,76,0,False,9,22,101.22937979015217,204.0,102.0,558.0,5065.0,718,4347.0,0.0,0.0,1888.0,1888.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_0_1901.0,mcts,76,0,False,14,41,569.8975593829352,696.0,348.0,2644.0,10495.0,1133,9362.0,0.0,0.0,1901.0,1901.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_0_945.0,mcts,76,0,False,10,26,241.81919613626596,368.0,184.0,1071.0,10495.0,1133,9362.0,0.0,0.0,945.0,945.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_1_1909.0,mcts,76,1,False,8,16,8.00015285625102,168.0,84.0,503.0,5188.0,764,4424.0,0.0,0.0,1909.0,1909.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_1_1996.0,mcts,76,1,False,17,71,180.8100375304848,800.0,400.0,4388.0,9881.0,1235,8646.0,0.0,0.0,1996.0,1996.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_1_944.0,mcts,76,1,False,7,13,1477.9694316123027,230.0,115.0,510.0,9881.0,1235,8646.0,0.0,0.0,944.0,944.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_2_1857.0,mcts,76,2,False,13,39,695.5830482524426,604.0,302.0,2834.0,10585.0,1285,9300.0,0.0,0.0,1857.0,1857.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_2_1864.0,mcts,76,2,False,2,1,309.70576469989254,38.0,19.0,2.0,15666.0,1286,14380.0,0.0,0.0,1864.0,1864.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_2_952.0,mcts,76,2,False,11,30,707.3564631585476,518.0,259.0,1170.0,10585.0,1285,9300.0,0.0,0.0,952.0,952.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_3_1953.0,mcts,76,3,False,8,15,3814.5519645568447,408.0,204.0,874.0,10503.0,1172,9331.0,0.0,0.0,1953.0,1953.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_3_1992.0,mcts,76,3,False,10,24,665.3227175451742,202.0,101.0,594.0,15828.0,1173,14655.0,0.0,0.0,1992.0,1992.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_3_950.0,mcts,76,3,False,6,10,2135.2909683053917,248.0,124.0,364.0,10503.0,1172,9331.0,0.0,0.0,950.0,950.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_4_1888.0,mcts,76,4,False,8,19,2945.7454260191357,390.0,195.0,1202.0,10885.0,1170,9715.0,0.0,0.0,1888.0,1888.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_4_1927.0,mip,76,4,False,5,4,193.0994371480888,66.0,33.0,119.0,15934.0,1266,14668.0,0.0,0.0,1927.0,1927.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
76_4_981.0,mcts,76,4,False,10,21,57.13963648411721,280.0,140.0,835.0,10885.0,1170,9715.0,0.0,0.0,981.0,981.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_0_1282.0,mip,77,0,False,19,103,2105.775099010773,1624.0,812.0,10260.0,10495.0,1133,9362.0,0.0,0.0,1282.0,1282.0,0,2,mip
77_0_1905.0,rw_rank_bfs,77,0,False,7,9,78.23788332426555,160.0,80.0,280.0,5065.0,718,4347.0,0.0,0.0,1905.0,1905.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_0_1915.0,mcts,77,0,False,15,48,373.669801902429,742.0,371.0,2943.0,10495.0,1133,9362.0,0.0,0.0,1915.0,1915.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_0_955.0,mcts,77,0,False,14,47,443.75095954484885,534.0,267.0,2006.0,10495.0,1133,9362.0,0.0,0.0,955.0,955.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_1_1939.0,mip,77,1,False,4,3,25.494573695948763,88.0,44.0,87.0,5188.0,764,4424.0,0.0,0.0,1939.0,1939.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_1_2015.0,mcts,77,1,False,11,31,1161.7383435923357,560.0,280.0,1911.0,9881.0,1235,8646.0,0.0,0.0,2015.0,2015.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_1_958.0,mcts,77,1,False,15,57,877.5656853759356,566.0,283.0,2310.0,9881.0,1235,8646.0,0.0,0.0,958.0,958.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_2_1877.0,mcts,77,2,False,14,47,705.3955535860605,676.0,338.0,2668.0,10585.0,1285,9300.0,0.0,0.0,1877.0,1877.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_2_1899.0,mcts,77,2,False,10,23,67.2124001131856,200.0,100.0,683.0,15666.0,1286,14380.0,0.0,0.0,1899.0,1899.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_2_968.0,mcts,77,2,False,14,48,263.13856468788475,474.0,237.0,1992.0,10585.0,1285,9300.0,0.0,0.0,968.0,968.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_3_1968.0,mcts,77,3,False,8,13,698.6644681872675,424.0,212.0,799.0,10503.0,1172,9331.0,0.0,0.0,1968.0,1968.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_3_2018.0,ga_meta,77,3,False,10,22,500.7279627631113,204.0,102.0,529.0,15828.0,1173,14655.0,0.0,0.0,2018.0,2018.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_3_961.0,mcts,77,3,False,7,11,274.63115442378813,340.0,170.0,509.0,10503.0,1172,9331.0,0.0,0.0,961.0,961.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_4_1916.0,mcts,77,4,False,13,42,268.3737772882781,624.0,312.0,2356.0,10885.0,1170,9715.0,0.0,0.0,1916.0,1916.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_4_1949.0,mip,77,4,False,6,8,351.4572189796665,110.0,55.0,160.0,15934.0,1266,14668.0,0.0,0.0,1949.0,1949.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
77_4_998.0,mcts,77,4,False,13,35,47.480917694335986,494.0,247.0,1252.0,10885.0,1170,9715.0,0.0,0.0,998.0,998.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_0_1299.0,mip,78,0,False,24,152,975.0374496649896,1630.0,815.0,14652.0,10495.0,1133,9362.0,0.0,0.0,1299.0,1299.0,0,2,mip
78_0_1929.0,rw_rank_bfs,78,0,False,7,9,334.770291563555,82.0,41.0,291.0,5065.0,718,4347.0,0.0,0.0,1929.0,1929.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_0_1939.0,mcts,78,0,False,19,86,1191.8581138105214,1002.0,501.0,5139.0,10495.0,1133,9362.0,0.0,0.0,1939.0,1939.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_0_962.0,mcts,78,0,False,15,52,889.071661272128,472.0,236.0,1875.0,10495.0,1133,9362.0,0.0,0.0,962.0,962.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_1_1961.0,rw_rank_bfs,78,1,False,7,10,254.9257918479843,122.0,61.0,229.0,5188.0,764,4424.0,0.0,0.0,1961.0,1961.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_1_2035.0,mcts,78,1,False,15,60,556.5394946309523,664.0,332.0,3585.0,9881.0,1235,8646.0,0.0,0.0,2035.0,2035.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_1_966.0,mcts,78,1,False,12,42,7.566453892334835,418.0,209.0,1739.0,9881.0,1235,8646.0,0.0,0.0,966.0,966.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_2_1901.0,mcts,78,2,False,14,49,246.95068853813993,650.0,325.0,2950.0,10585.0,1285,9300.0,0.0,0.0,1901.0,1901.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_2_1919.0,rw_rank_bfs,78,2,False,8,16,384.3056223065453,164.0,82.0,404.0,15666.0,1286,14380.0,0.0,0.0,1919.0,1919.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_2_981.0,mcts,78,2,False,10,27,706.3197467000281,262.0,131.0,1016.0,10585.0,1285,9300.0,0.0,0.0,981.0,981.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_3_1986.0,mcts,78,3,False,10,26,1766.0980293691046,452.0,226.0,1363.0,10503.0,1172,9331.0,0.0,0.0,1986.0,1986.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_3_2048.0,mcts,78,3,False,9,22,313.3924162815803,148.0,74.0,614.0,15828.0,1173,14655.0,0.0,0.0,2048.0,2048.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_3_971.0,r_round,78,3,False,7,9,654.9621897512756,222.0,111.0,437.0,10503.0,1172,9331.0,0.0,0.0,971.0,971.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_4_1006.0,mcts,78,4,False,15,59,374.87400992174224,520.0,260.0,2487.0,10885.0,1170,9715.0,0.0,0.0,1006.0,1006.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_4_1945.0,mcts,78,4,False,12,38,520.4706699331214,578.0,289.0,2302.0,10885.0,1170,9715.0,0.0,0.0,1945.0,1945.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
78_4_1975.0,mcts,78,4,False,9,17,47.526115167811255,132.0,66.0,440.0,15934.0,1266,14668.0,0.0,0.0,1975.0,1975.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_0_1314.0,mip,79,0,False,25,169,25.88544834832477,2156.0,1078.0,16481.0,10495.0,1133,9362.0,0.0,0.0,1314.0,1314.0,0,2,mip
79_0_1961.0,mcts,79,0,False,2,1,219.72769743358484,26.0,13.0,8.0,5065.0,718,4347.0,0.0,0.0,1961.0,1961.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_0_1962.0,mcts,79,0,False,10,24,474.4162936126185,472.0,236.0,1503.0,10495.0,1133,9362.0,0.0,0.0,1962.0,1962.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_0_977.0,mcts,79,0,False,9,20,495.75213923238255,246.0,123.0,872.0,10495.0,1133,9362.0,0.0,0.0,977.0,977.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_1_1988.0,mcts,79,1,False,9,21,430.0780422877307,114.0,57.0,494.0,5188.0,764,4424.0,0.0,0.0,1988.0,1988.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_1_2069.0,mcts,79,1,False,15,57,1304.0045709828005,692.0,346.0,3557.0,9881.0,1235,8646.0,0.0,0.0,2069.0,2069.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_1_979.0,mcts,79,1,False,12,37,96.9114758411132,356.0,178.0,1517.0,9881.0,1235,8646.0,0.0,0.0,979.0,979.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_2_1923.0,mcts,79,2,False,14,40,4.674430884013124,640.0,320.0,2546.0,10585.0,1285,9300.0,0.0,0.0,1923.0,1923.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_2_1941.0,mcts,79,2,False,7,16,175.85276369443173,128.0,64.0,475.0,15666.0,1286,14380.0,0.0,0.0,1941.0,1941.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_2_989.0,mip,79,2,False,6,8,157.47714069050426,192.0,96.0,280.0,10585.0,1285,9300.0,0.0,0.0,989.0,989.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_3_2015.0,mcts,79,3,False,10,20,76.92186188604128,566.0,283.0,1201.0,10503.0,1172,9331.0,0.0,0.0,2015.0,2015.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_3_2066.0,mcts,79,3,False,2,1,972.6876602953972,26.0,13.0,11.0,15828.0,1173,14655.0,0.0,0.0,2066.0,2066.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_3_983.0,mcts,79,3,False,9,13,477.5020793923004,312.0,156.0,523.0,10503.0,1172,9331.0,0.0,0.0,983.0,983.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_4_1017.0,mcts,79,4,False,11,27,114.27367386833356,382.0,191.0,1051.0,10885.0,1170,9715.0,0.0,0.0,1017.0,1017.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_4_1974.0,mcts,79,4,False,19,93,3565.010882668309,986.0,493.0,5254.0,10885.0,1170,9715.0,0.0,0.0,1974.0,1974.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
79_4_2003.0,rw_rank_bfs,79,4,False,8,12,500.23107469233696,172.0,86.0,215.0,15934.0,1266,14668.0,0.0,0.0,2003.0,2003.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_0_102.0,mcts,7,0,False,10,26,626.3037644993012,338.0,169.0,1062.0,10495.0,1133,9362.0,0.0,0.0,102.0,102.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_0_131.0,mip,7,0,False,22,145,679.3766572836946,1734.0,867.0,13168.0,10495.0,1133,9362.0,0.0,0.0,131.0,131.0,0,2,mip
7_0_207.0,mcts,7,0,False,17,74,962.3750612405852,732.0,366.0,4421.0,10495.0,1133,9362.0,0.0,0.0,207.0,207.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_0_214.0,mip,7,0,False,4,5,609.3984060406185,98.0,49.0,125.0,5065.0,718,4347.0,0.0,0.0,214.0,214.0,0,32,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_1_113.0,mcts,7,1,False,12,32,410.1687681223013,360.0,180.0,1384.0,9881.0,1235,8646.0,0.0,0.0,113.0,113.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_1_189.0,mip,7,1,False,8,12,263.6510959578292,442.0,221.0,750.0,9881.0,1235,8646.0,0.0,0.0,189.0,189.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_1_207.0,mip,7,1,False,8,16,70.93576580993681,196.0,98.0,436.0,5188.0,764,4424.0,0.0,0.0,207.0,207.0,0,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_2_166.0,mcts,7,2,False,15,46,333.7341191399922,690.0,345.0,2630.0,10585.0,1285,9300.0,0.0,0.0,166.0,166.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_2_179.0,ga_meta,7,2,True,3,2,975.3993538436496,6.0,3.0,82.0,15581.0,1283,14298.0,0.0023328149300155,0.005702364394993,179.0,179.0,1,25,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_2_98.0,pl_rank,7,2,False,6,12,247.62845728030277,208.0,104.0,412.0,10585.0,1285,9300.0,0.0,0.0,98.0,98.0,0,8,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_3_204.0,rw_rank_bfs,7,3,False,7,9,1483.355224816691,170.0,85.0,210.0,15828.0,1173,14655.0,0.0,0.0,204.0,204.0,0,24,"d_round,ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_3_217.0,mcts,7,3,False,13,37,651.9635823899682,608.0,304.0,2022.0,10503.0,1172,9331.0,0.0,0.0,217.0,217.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_3_91.0,mcts,7,3,False,10,24,608.2584116338999,328.0,164.0,921.0,10503.0,1172,9331.0,0.0,0.0,91.0,91.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
7_4_107.0,pl_rank,7,4,False,7,10,74.93597089107004,220.0,110.0,483.0,10885.0,1170,9715.0,0.0,0.0,107.0,107.0,0,7,"ga_meta,mcts,mip,pl_rank,r_round,rw_rank_bfs,sa_meta"
