topology,seed,v_net_id,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_arrival_time,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,solving_time,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_acceptance,best_for_time,best_overall,num_algos_accepted,num_algos_rejected
fat_tree,0,130,8,13,482.90762872728857,1337.0,1668.0,834.0,3464.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.4,104.25,266.4615384410414,0.4642857142691327,4298.0,0.2407621247112469,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,67,133
fat_tree,0,99,8,11,180.3557097190893,1010.0,1810.0,905.0,3106.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.4,113.125,282.36363633796697,0.3928571428431122,4011.0,0.2913715389567639,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,73,127
tree,0,72,2,1,70.2042614479265,3662.0,33.0,11.0,24.0,8227.0,4310,3917.0,0.0400890868596881,0.1136003620728671,9,58,0.0022804880620643,31,0.064516129032258,5.5,23.999999976,0.999999999,35.0,0.4583333333142361,0.2132542794300468,0.0400890868596881,0.1136003620728671,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,32,159
fat_tree,0,87,4,4,1110.2933752037009,893.0,828.0,414.0,1173.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,103.5,293.2499999266875,0.6666666665555555,1587.0,0.3529411764702873,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,64,136
tree,0,158,3,2,448.8717362655102,8075.0,275.0,25.0,24.0,8191.0,4342,3849.0,0.0329621380846325,0.1289884589273591,9,63,0.0022804880620643,31,0.0967741935483871,8.333333333333334,11.999999994,0.6666666664444444,49.0,1.041666666623264,0.2166969494118772,0.0329621380846325,0.1289884589273591,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,20,154
tree,0,30,4,3,496.74453506062,1561.0,203.0,29.0,29.0,8138.0,4400,3738.0,0.020044543429844,0.1541072640868974,5,36,0.0022804880620643,31,0.1290322580645161,7.25,9.666666663444444,0.4999999999166666,58.0,0.9999999999655173,0.2217653246629052,0.020044543429844,0.1541072640868974,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,162
fat_tree,0,214,4,3,661.9960105143458,2138.0,888.0,444.0,905.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,111.0,301.6666665661111,0.4999999999166666,1349.0,0.4906077348060877,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,56,134
tree,0,166,4,3,652.0543626090407,8485.0,116.0,29.0,70.0,8336.0,4359,3977.0,0.0291759465478841,0.1000226295541978,7,63,0.0022804880620643,31,0.1290322580645161,7.25,23.333333325555554,0.4999999999166666,99.0,0.4142857142797959,0.2028306397628383,0.0291759465478841,0.1000226295541978,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,28,146
fat_tree,0,121,7,12,312.31172371562775,1239.0,1618.0,809.0,3493.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.35,115.57142857142856,291.0833333090764,0.5714285714013605,4302.0,0.2316060692813537,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,51,149
fat_tree,0,20,6,6,972.6876602953972,194.0,882.0,441.0,1269.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.3,73.5,211.49999996475,0.3999999999733333,1710.0,0.34751773049618,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,73,127
fat_tree,0,71,8,14,407.50758511735296,702.0,1554.0,777.0,3924.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.4,97.125,280.28571426569385,0.4999999999821428,4701.0,0.1980122324158516,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,56,144
fat_tree,0,106,6,8,1401.7588926315352,1079.0,1218.0,609.0,2079.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.3,101.5,259.87499996751563,0.5333333332977778,2688.0,0.292929292929152,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,65,135
fat_tree,0,270,5,5,648.4661320045739,2693.0,820.0,410.0,1179.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.25,82.0,235.79999995284,0.49999999995,1589.0,0.347752332484862,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,70,118
tree,0,135,4,4,965.1589703385094,6883.0,115.0,23.0,39.0,8087.0,4271,3816.0,0.0487750556792873,0.1364562118126272,10,62,0.0022804880620643,31,0.1290322580645161,5.75,9.7499999975625,0.6666666665555555,62.0,0.5897435897284682,0.2266424404704982,0.0487750556792873,0.1364562118126272,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,31,146
fat_tree,0,102,7,8,686.5332994827498,1037.0,1378.0,689.0,2096.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.35,98.42857142857144,261.99999996725,0.3809523809342404,2785.0,0.3287213740456447,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,62,138
