topology,seed,v_net_id,v_net_num_nodes,v_net_num_edges,v_net_lifetime,v_net_arrival_time,v_net_demand,v_net_node_demand,v_net_link_demand,p_net_available_resource,p_net_node_available_resource,p_net_link_available_resource,p_net_node_resource_utilization,p_net_link_resource_utilization,inservice_count,num_running_p_net_nodes,solving_time,p_net_num_nodes,v_net_size_ratio,v_net_demand_per_node,v_net_demand_per_link,v_net_connectivity,v_net_total_demand,v_net_node_to_link_demand_ratio,p_net_overall_util,p_net_node_util,p_net_link_util,system_load,topology_encoded,best_for_acceptance,best_for_time,best_overall,num_algos_accepted,num_algos_rejected
tree,0,77,5,5,1055.2885689807815,3934.0,72.0,36.0,102.0,8034.0,4284,3750.0,0.0458797327394209,0.1513917175831636,10,58,0.0022804880620643,31,0.1612903225806451,7.2,20.39999999592,0.49999999995,138.0,0.352941176467128,0.2317108157215263,0.0458797327394209,0.1513917175831636,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,25,166
fat_tree,0,36,8,16,1171.7685042736523,354.0,1464.0,732.0,3970.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.4,91.5,248.12499998449215,0.5714285714081633,4702.0,0.1843828715364774,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,63,137
fat_tree,0,139,8,15,483.2401421923727,1418.0,1662.0,831.0,3814.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.4,103.875,254.26666664971555,0.5357142856951531,4645.0,0.2178814892500739,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,69,129
fat_tree,0,253,8,12,7.607975449502545,2538.0,1722.0,861.0,3118.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,107.625,259.8333333116806,0.4285714285561224,3979.0,0.2761385503527017,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,52,137
tree,0,3,2,1,113.6342954649191,203.0,56.0,14.0,3.0,8456.0,4450,4006.0,0.0089086859688195,0.0934600588368409,3,11,13.56247525215149,31,0.064516129032258,7.0,2.999999997,0.999999999,17.0,4.666666665111111,0.1913550731567371,0.0089086859688195,0.0934600588368409,0.1304347826030245,0,rw_rank_bfs,rw_rank_bfs,mip,42,149
tree,0,242,3,2,176.434940125889,12188.0,232.0,29.0,13.0,7784.0,4266,3518.0,0.0498886414253897,0.2038922833220185,10,63,0.0022804880620643,31,0.0967741935483871,9.666666666666666,6.49999999675,0.6666666664444444,42.0,2.230769230597633,0.2556182461509036,0.0498886414253897,0.2038922833220185,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,26,146
fat_tree,0,59,4,5,67.58768888749623,589.0,792.0,396.0,986.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,99.0,197.19999996056,0.8333333331944445,1382.0,0.401622718052331,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,68,132
fat_tree,0,111,5,6,271.8405369569273,1139.0,928.0,464.0,1418.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.25,92.8,236.33333329394443,0.59999999994,1882.0,0.3272214386457495,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,73,127
tree,0,63,4,5,67.5259994743484,3227.0,56.0,28.0,60.0,7782.0,4246,3536.0,0.0543429844097995,0.1998189635664177,12,52,13.56247525215149,31,0.1290322580645161,7.0,11.9999999976,0.8333333331944445,88.0,0.4666666666588889,0.2558095055943387,0.0543429844097995,0.1998189635664177,0.5217391304120983,0,rw_rank_bfs,rw_rank_bfs,mip,23,168
tree,0,54,3,3,247.1544840139668,2794.0,115.0,23.0,44.0,7692.0,4248,3444.0,0.0538975501113585,0.2206381534283774,12,51,13.56247525215149,31,0.0967741935483871,7.666666666666667,14.666666661777777,0.9999999996666666,67.0,0.5227272727153927,0.2644161805489146,0.0538975501113585,0.2206381534283774,0.5217391304120983,0,rw_rank_bfs,rw_rank_bfs,mip,34,157
fat_tree,0,262,5,7,523.929053023313,2621.0,920.0,460.0,2018.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.25,92.0,288.2857142445306,0.69999999993,2478.0,0.2279484638254569,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,61,128
tree,0,225,3,3,228.28165595598995,11376.0,275.0,25.0,52.0,8024.0,4294,3730.0,0.043652561247216,0.15591762842272,8,63,0.0094396060075217,31,0.0967741935483871,8.333333333333334,17.333333327555554,0.9999999996666666,77.0,0.4807692307599852,0.2326671129387013,0.043652561247216,0.15591762842272,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,20,152
fat_tree,0,297,8,15,319.6014686352014,2939.0,1624.0,812.0,3871.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.4,101.5,258.0666666494622,0.5357142856951531,4683.0,0.2097649186256239,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,52,134
fat_tree,0,150,4,4,240.4918774883856,1524.0,840.0,420.0,1134.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2027425066630045,20,0.2,105.0,283.499999929125,0.6666666665555555,1554.0,0.3703703703700438,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mcts,64,134
fat_tree,0,266,7,13,379.9871422271623,2659.0,1410.0,705.0,3051.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.35,100.71428571428572,234.69230767425444,0.6190476190181405,3756.0,0.2310717797442703,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,51,138
tree,0,218,5,7,373.7234780013625,11041.0,86.0,43.0,130.0,8100.0,4290,3810.0,0.0445434298440979,0.1378139850644942,9,63,0.0022804880620643,31,0.1612903225806451,8.6,18.57142856877551,0.69999999993,173.0,0.3307692307666864,0.2253992540881706,0.0445434298440979,0.1378139850644942,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,150
tree,0,230,3,3,291.61239571736553,11614.0,48.0,12.0,24.0,8141.0,4296,3845.0,0.043207126948775,0.1298936410952704,9,63,0.0094396060075217,31,0.0967741935483871,4.0,7.999999997333333,0.9999999996666666,36.0,0.4999999999791666,0.2214784354977527,0.043207126948775,0.1298936410952704,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,pl_rank,27,145
fat_tree,0,38,8,15,29.2769386077246,373.0,1470.0,735.0,3333.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.4,91.875,222.19999998518668,0.5357142856951531,4068.0,0.2205220522051543,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,66,134
tree,0,131,4,4,1170.8810738473196,6701.0,336.0,28.0,46.0,8348.0,4319,4029.0,0.0380846325167038,0.0882552613713509,8,61,0.0022804880620643,31,0.1290322580645161,7.0,11.499999997125,0.6666666665555555,74.0,0.6086956521606806,0.2016830831022281,0.0380846325167038,0.0882552613713509,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,153
tree,0,7,3,2,435.37067725642675,392.0,238.0,17.0,23.0,8316.0,4421,3895.0,0.0153674832962138,0.1185788639963792,4,15,13.56247525215149,31,0.0967741935483871,5.666666666666667,11.49999999425,0.6666666664444444,40.0,0.7391304347504726,0.2047432341971885,0.0153674832962138,0.1185788639963792,0.1739130434706994,0,rw_rank_bfs,rw_rank_bfs,mip,29,162
fat_tree,0,198,4,6,1647.382103520985,1972.0,918.0,459.0,1421.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.2,114.75,236.8333332938611,0.9999999998333332,1880.0,0.3230119634058248,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,66,125
tree,0,55,5,7,332.7569281464036,2850.0,66.0,33.0,76.0,7745.0,4273,3472.0,0.0483296213808462,0.2143018782529984,11,51,0.0022804880620643,31,0.1612903225806451,6.6,10.857142855591835,0.69999999993,109.0,0.4342105263100762,0.2593478052978866,0.0483296213808462,0.2143018782529984,0.4782608695444234,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,22,169
fat_tree,0,146,8,10,1178.335358417955,1479.0,1506.0,753.0,2116.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,94.125,211.59999997884,0.357142857130102,2869.0,0.3558601134213819,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,64,134
tree,0,170,2,1,268.79764281878835,8668.0,168.0,28.0,28.0,8269.0,4332,3937.0,0.0351893095768374,0.1090744512333107,8,63,0.0094396060075217,31,0.064516129032258,14.0,27.999999972,0.999999999,56.0,0.9999999999642856,0.2092378311179115,0.0351893095768374,0.1090744512333107,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,31,143
tree,0,232,5,5,2290.3220943071806,11721.0,84.0,21.0,90.0,7931.0,4280,3651.0,0.0467706013363028,0.1737949762389681,10,63,0.0022804880620643,31,0.1612903225806451,4.2,17.9999999964,0.49999999995,111.0,0.2333333333307407,0.2415606770584297,0.0467706013363028,0.1737949762389681,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,143
fat_tree,0,147,8,14,6.584571864642202,1486.0,1728.0,864.0,3287.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,108.0,234.78571426894388,0.4999999999821428,4151.0,0.2628536659567195,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,55,143
tree,0,120,2,1,256.64732086654544,6115.0,112.0,16.0,5.0,7465.0,4174,3291.0,0.0703786191536748,0.2552613713509843,10,61,0.0094396060075217,31,0.064516129032258,8.0,4.999999995,0.999999999,21.0,3.19999999936,0.2861241273787893,0.0703786191536748,0.2552613713509843,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,pl_rank,35,142
tree,0,48,3,2,479.5708774197891,2469.0,44.0,11.0,38.0,7957.0,4296,3661.0,0.043207126948775,0.1715320208191898,8,46,0.0022804880620643,31,0.0967741935483871,3.6666666666666665,18.9999999905,0.6666666664444444,49.0,0.2894736842029086,0.2390743042937745,0.043207126948775,0.1715320208191898,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,40,151
tree,0,25,2,1,683.9020441676497,1314.0,140.0,20.0,1.0,8231.0,4388,3843.0,0.0227171492204899,0.130346232179226,6,35,0.0022804880620643,31,0.064516129032258,10.0,0.999999999,0.999999999,21.0,19.99999998,0.2128717605431768,0.0227171492204899,0.130346232179226,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,34,157
tree,0,213,5,6,389.9622512575213,10816.0,86.0,43.0,78.0,8315.0,4325,3990.0,0.0367483296213808,0.097080787508486,9,63,0.0022804880620643,31,0.1612903225806451,8.6,12.999999997833331,0.59999999994,121.0,0.5512820512749835,0.204838863918906,0.0367483296213808,0.097080787508486,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,21,151
fat_tree,0,123,8,18,249.1784359937621,1267.0,1596.0,798.0,4802.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,99.75,266.7777777629568,0.6428571428341837,5600.0,0.1661807580174581,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,66,134
tree,0,202,2,1,150.34879959843238,10311.0,72.0,24.0,2.0,8179.0,4290,3889.0,0.0445434298440979,0.1199366372482462,8,63,0.0094396060075217,31,0.064516129032258,12.0,1.999999998,0.999999999,26.0,11.999999994,0.2178445060724873,0.0445434298440979,0.1199366372482462,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,23,149
fat_tree,0,96,4,4,385.4834146371833,976.0,910.0,455.0,974.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,113.75,243.499999939125,0.6666666665555555,1429.0,0.4671457905539352,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,64,136
fat_tree,0,143,5,5,704.3302686324715,1449.0,1068.0,534.0,1273.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.25,106.8,254.59999994908,0.49999999995,1807.0,0.4194815396697411,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,75,123
fat_tree,0,239,6,10,914.2862750958378,2402.0,974.0,487.0,2680.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.4627789821624756,20,0.3,81.16666666666667,267.9999999732,0.6666666666222222,3167.0,0.1817164179103799,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pso_meta,65,124
tree,0,125,3,3,566.292787477087,6394.0,12.0,6.0,63.0,7709.0,4275,3434.0,0.0478841870824053,0.2229011088481557,7,61,13.56247525215149,31,0.0967741935483871,2.0,20.999999993,0.9999999996666666,69.0,0.0952380952365835,0.2627904752797169,0.0478841870824053,0.2229011088481557,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,mip,25,152
fat_tree,0,97,8,16,2734.707737930094,985.0,1446.0,723.0,4223.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.4,90.375,263.9374999835039,0.5714285714081633,4946.0,0.171205304286012,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,69,131
tree,0,24,5,5,400.30853649241345,1263.0,72.0,36.0,77.0,8252.0,4408,3844.0,0.0182628062360802,0.1301199366372483,5,34,13.56247525215149,31,0.1612903225806451,7.2,15.39999999692,0.49999999995,113.0,0.4675324675263956,0.210863536387109,0.0182628062360802,0.1301199366372483,0.2173913043383742,0,rw_rank_bfs,rw_rank_bfs,mip,24,167
fat_tree,0,279,7,12,375.56310294007534,2770.0,1462.0,731.0,3292.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.3477413632848241,20,0.35,104.42857142857144,274.3333333104722,0.5714285714013605,4023.0,0.2220534629403942,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,d_round,59,129
fat_tree,0,293,8,16,404.06984966947465,2889.0,1470.0,735.0,3972.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.4,91.875,248.24999998448436,0.5714285714081633,4707.0,0.1850453172204972,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,51,136
tree,0,177,5,6,486.1743001305523,9026.0,84.0,42.0,91.0,8028.0,4327,3701.0,0.0363028953229398,0.1624801991400769,8,63,0.0022804880620643,31,0.1612903225806451,8.4,15.166666664138887,0.59999999994,133.0,0.4615384615333897,0.2322845940518313,0.0363028953229398,0.1624801991400769,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,28,144
fat_tree,0,122,4,4,3.3583625805757333,1251.0,774.0,387.0,951.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,96.75,237.7499999405625,0.6666666665555555,1338.0,0.4069400630910547,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,61,139
fat_tree,0,183,6,9,42.66498277640848,1830.0,1218.0,609.0,2064.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,101.5,229.33333330785183,0.59999999996,2673.0,0.2950581395347407,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,72,120
fat_tree,0,202,6,7,352.202114725285,2015.0,1250.0,625.0,1837.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.3,104.16666666666669,262.4285713910816,0.4666666666355555,2462.0,0.3402286336416221,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,53,137
tree,0,23,2,1,239.1317623249975,1209.0,232.0,29.0,26.0,7854.0,4361,3493.0,0.0287305122494432,0.2095496718714641,7,34,0.0022804880620643,31,0.064516129032258,14.5,25.999999974,0.999999999,55.0,1.115384615341716,0.2489241656306779,0.0287305122494432,0.2095496718714641,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,30,161
fat_tree,0,246,8,12,175.08114936243655,2463.0,1762.0,881.0,3413.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,110.125,284.41666664296525,0.4285714285561224,4294.0,0.2581306768238329,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,55,134
tree,0,212,2,1,1157.877905429615,10768.0,51.0,17.0,2.0,8268.0,4300,3968.0,0.0423162583518931,0.1020592894319981,10,63,0.0022804880620643,31,0.064516129032258,8.5,1.999999998,0.999999999,19.0,8.49999999575,0.209333460839629,0.0423162583518931,0.1020592894319981,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,28,144
tree,0,157,2,1,127.47190471388012,8019.0,39.0,13.0,29.0,8241.0,4367,3874.0,0.0273942093541202,0.1233310703779135,8,63,0.0094396060075217,31,0.064516129032258,6.5,28.999999971,0.999999999,42.0,0.4482758620535077,0.2119154633260017,0.0273942093541202,0.1233310703779135,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,16,158
tree,0,178,3,3,392.6423300477022,9091.0,154.0,22.0,27.0,8121.0,4348,3773.0,0.0316258351893096,0.1461869201176736,8,63,0.0094396060075217,31,0.0967741935483871,7.333333333333333,8.999999997,0.9999999996666666,49.0,0.8148148147846365,0.2233910299321029,0.0316258351893096,0.1461869201176736,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,pl_rank,33,139
tree,0,199,4,3,17.591472295013713,10147.0,56.0,28.0,69.0,8233.0,4341,3892.0,0.033184855233853,0.1192577506223127,6,63,0.0022804880620643,31,0.1290322580645161,7.0,22.999999992333333,0.4999999999166666,97.0,0.4057971014433942,0.2126805010997418,0.033184855233853,0.1192577506223127,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,24,148
tree,0,229,4,4,104.51974206267651,11566.0,90.0,15.0,69.0,7960.0,4283,3677.0,0.0461024498886414,0.1679112921475447,9,63,0.0022804880620643,31,0.1290322580645161,3.75,17.2499999956875,0.6666666665555555,84.0,0.2173913043446755,0.238787415128622,0.0461024498886414,0.1679112921475447,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,20,152
tree,0,88,4,3,284.2947713166084,4478.0,175.0,35.0,13.0,7990.0,4271,3719.0,0.0487750556792873,0.1584068793844761,8,58,0.0022804880620643,31,0.1290322580645161,8.75,4.3333333318888885,0.4999999999166666,48.0,2.6923076921005915,0.2359185234770966,0.0487750556792873,0.1584068793844761,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,39,152
fat_tree,0,125,8,19,858.2087730001672,1287.0,1932.0,966.0,4977.0,17304.0,2649,14655.0,0.0,0.0,0,0,2.3678341823465683,20,0.4,120.75,261.9473684072659,0.6785714285471939,5943.0,0.1940928270041804,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,ga_meta,66,134
tree,0,281,5,6,298.99736750729016,14116.0,435.0,29.0,86.0,8043.0,4300,3743.0,0.0423162583518931,0.1529757863770083,7,63,0.0022804880620643,31,0.1612903225806451,5.8,14.333333330944445,0.59999999994,115.0,0.3372093023216603,0.2308501482260686,0.0423162583518931,0.1529757863770083,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,27,145
fat_tree,0,223,4,4,248.54969494481912,2233.0,858.0,429.0,1125.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.2,107.25,281.2499999296875,0.6666666665555555,1554.0,0.3813333333329943,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,53,136
tree,0,42,3,2,664.1372010258053,2150.0,250.0,25.0,14.0,8295.0,4357,3938.0,0.0296213808463251,0.1088481556913328,6,43,13.56247525215149,31,0.0967741935483871,8.333333333333334,6.9999999965,0.6666666664444444,39.0,1.7857142855867347,0.2067514583532561,0.0296213808463251,0.1088481556913328,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,mip,31,160
fat_tree,0,53,8,12,352.6961860426115,524.0,1290.0,645.0,3160.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.4,80.625,263.3333333113889,0.4285714285561224,3805.0,0.2041139240505683,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,54,146
fat_tree,0,219,4,6,767.8517933578108,2183.0,702.0,351.0,1275.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.2113275527954101,20,0.2,87.75,212.49999996458337,0.9999999998333332,1626.0,0.2752941176468429,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,sa_meta,53,136
fat_tree,0,129,4,3,275.95164441107164,1329.0,834.0,417.0,384.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.2,104.25,127.99999995733332,0.4999999999166666,801.0,1.085937499997172,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,70,130
tree,0,243,2,1,13.99710957669094,12231.0,3.0,1.0,21.0,7825.0,4272,3553.0,0.0485523385300667,0.1959719393527947,10,63,0.0022804880620643,31,0.064516129032258,0.5,20.999999979,0.999999999,22.0,0.04761904761678,0.2516974275604858,0.0485523385300667,0.1959719393527947,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,25,147
tree,0,93,5,5,101.67671304531154,4728.0,66.0,33.0,100.0,7894.0,4259,3635.0,0.0514476614699331,0.1774157049106133,10,59,0.0022804880620643,31,0.1612903225806451,6.6,19.999999996,0.49999999995,133.0,0.3299999999967,0.2450989767619776,0.0514476614699331,0.1774157049106133,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,33,153
tree,0,147,4,5,41.48762711390137,7508.0,40.0,20.0,84.0,7988.0,4245,3743.0,0.05456570155902,0.1529757863770083,9,62,0.0022804880620643,31,0.1290322580645161,5.0,16.79999999664,0.8333333331944445,104.0,0.2380952380924036,0.2361097829205317,0.05456570155902,0.1529757863770083,0.3913043478090737,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,29,146
tree,0,245,2,1,928.4384515314292,12316.0,75.0,15.0,8.0,8028.0,4273,3755.0,0.0483296213808462,0.1502602398732745,10,63,0.0022804880620643,31,0.064516129032258,7.5,7.999999991999999,0.999999999,23.0,1.874999999765625,0.2322845940518313,0.0483296213808462,0.1502602398732745,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,20,152
tree,0,95,4,3,473.4151478979741,4835.0,84.0,42.0,59.0,7984.0,4308,3676.0,0.0405345211581291,0.1681375876895224,8,59,13.56247525215149,31,0.1290322580645161,10.5,19.66666666011111,0.4999999999166666,101.0,0.7118644067675955,0.2364923018074017,0.0405345211581291,0.1681375876895224,0.3478260869413989,0,rw_rank_bfs,rw_rank_bfs,mip,26,157
tree,0,266,3,2,934.91937268766,13375.0,600.0,40.0,29.0,7989.0,4300,3689.0,0.0423162583518931,0.1651957456438108,7,63,0.0094396060075217,31,0.0967741935483871,13.333333333333334,14.49999999275,0.6666666664444444,69.0,1.3793103447800237,0.2360141531988141,0.0423162583518931,0.1651957456438108,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,20,152
tree,0,102,5,6,236.26766745147216,5202.0,52.0,26.0,105.0,8374.0,4343,4031.0,0.032739420935412,0.0878026702873953,7,60,0.2113275527954101,31,0.1612903225806451,5.2,17.499999997083332,0.59999999994,131.0,0.2476190476166893,0.1991967103375729,0.032739420935412,0.0878026702873953,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,sa_meta,36,145
tree,0,86,5,8,7.827590458180251,4371.0,82.0,41.0,123.0,8066.0,4306,3760.0,0.0409799554565701,0.1491287621633853,7,58,13.56247525215149,31,0.1612903225806451,8.2,15.374999998078124,0.79999999992,164.0,0.3333333333306233,0.2286506646265659,0.0409799554565701,0.1491287621633853,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,mip,16,175
tree,0,280,2,1,301.1094999860071,14070.0,63.0,21.0,25.0,8438.0,4329,4109.0,0.0358574610244989,0.0701516180131252,6,63,0.0022804880620643,31,0.064516129032258,10.5,24.999999975,0.999999999,46.0,0.8399999999664,0.1930764081476522,0.0358574610244989,0.0701516180131252,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,25,147
fat_tree,0,294,6,7,10.84668079670353,2900.0,1006.0,503.0,1636.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0022804880620643,20,0.3,83.83333333333333,233.71428568089792,0.4666666666355555,2139.0,0.3074572127137485,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,55,132
tree,0,200,2,1,735.3572427277143,10198.0,108.0,27.0,1.0,8205.0,4314,3891.0,0.0391982182628062,0.1194840461642905,7,63,0.0022804880620643,31,0.064516129032258,13.5,0.999999999,0.999999999,28.0,26.999999973,0.215358133307832,0.0391982182628062,0.1194840461642905,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,27,145
tree,0,182,5,4,125.54595924754403,9290.0,459.0,51.0,67.0,8304.0,4364,3940.0,0.0280623608017817,0.1083955646073772,6,63,0.0022804880620643,31,0.1612903225806451,10.2,16.749999995812498,0.39999999996,118.0,0.7611940298393851,0.2058907908577986,0.0280623608017817,0.1083955646073772,0.2608695652060491,0,rw_rank_bfs,rw_rank_bfs,rw_rank_bfs,30,142
tree,0,115,2,1,194.8064579614232,5853.0,0.0,0.0,20.0,7832.0,4260,3572.0,0.0512249443207126,0.191672324055216,7,60,0.0094396060075217,31,0.064516129032258,0.0,19.99999998,0.999999999,20.0,0.0,0.2510280195084632,0.0512249443207126,0.191672324055216,0.304347826073724,0,rw_rank_bfs,rw_rank_bfs,pl_rank,30,147
fat_tree,0,112,6,7,2042.052219558653,1154.0,1242.0,621.0,1569.0,17304.0,2649,14655.0,0.0,0.0,0,0,0.0094396060075217,20,0.3,103.5,224.14285711083673,0.4666666666355555,2190.0,0.3957934990437248,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,pl_rank,57,143
fat_tree,0,179,4,5,576.4840838307657,1797.0,472.0,236.0,1164.0,17304.0,2649,14655.0,0.0,0.0,0,0,13.56247525215149,20,0.2,59.0,232.79999995344,0.8333333331944445,1400.0,0.2027491408932966,-0.6547767045997896,0.0,0.0,0.0,1,rw_rank_bfs,rw_rank_bfs,mip,64,128
tree,0,121,5,7,190.9113619133215,6166.0,78.0,39.0,102.0,7465.0,4174,3291.0,0.0703786191536748,0.2552613713509843,10,61,13.56247525215149,31,0.1612903225806451,7.8,14.57142856934694,0.69999999993,141.0,0.382352941172722,0.2861241273787893,0.0703786191536748,0.2552613713509843,0.4347826086767485,0,rw_rank_bfs,rw_rank_bfs,mip,20,157
